state,indicator_id,field,expected,got,match,pdf_url
Gujarat,capital_expenditure,pct_prev,,1.37,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,total_expenditure,be,,327329.59,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,total_expenditure,actuals,,16872.67,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,total_expenditure,pct_current,,5.15,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,total_expenditure,pct_prev,,4.29,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,loans_advances_disbursed,be,,4820.89,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,loans_advances_disbursed,actuals,,523.54,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,loans_advances_disbursed,pct_current,,10.86,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,loans_advances_disbursed,pct_prev,,4.56,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,revenue_surplus_deficit,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,revenue_surplus_deficit,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,revenue_surplus_deficit,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,revenue_surplus_deficit,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,fiscal_deficit,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,fiscal_deficit,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,fiscal_deficit,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,fiscal_deficit,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,primary_deficit,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,primary_deficit,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,primary_deficit,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Gujarat,primary_deficit,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-with-Loan-Data-April-2025-0682dc1f0ccc864-68934695.pdf
Haryana,revenue_receipts,be,,127816.84,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_receipts,actuals,,8362.97,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_receipts,pct_current,,6.54,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_receipts,pct_prev,,6.94,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,tax_revenue,be,107691.04,107691.04,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,tax_revenue,actuals,7885.98,7885.98,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,tax_revenue,pct_current,7.32,7.32,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,tax_revenue,pct_prev,7.81,7.81,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,sgst,be,42021.0,42021.0,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,sgst,actuals,3534.38,3534.38,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,sgst,pct_current,8.41,8.41,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,sgst,pct_prev,9.91,9.91,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,stamps_registration,be,16555.31,16555.31,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,stamps_registration,actuals,1324.12,1324.12,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,stamps_registration,pct_current,8.0,8.0,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,stamps_registration,pct_prev,7.01,7.01,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,land_revenue,be,35.0,35.0,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,land_revenue,actuals,1.99,1.99,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,land_revenue,pct_current,5.69,5.69,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,land_revenue,pct_prev,5.71,5.71,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,sales_tax,be,12750.0,12750.0,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,sales_tax,actuals,964.23,964.23,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,sales_tax,pct_current,7.56,7.56,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,sales_tax,pct_prev,7.39,7.39,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,state_excise,be,14063.91,14063.91,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,state_excise,actuals,683.51,683.51,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,state_excise,pct_current,4.86,4.86,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,state_excise,pct_prev,5.16,5.16,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,union_taxes_share,be,,15547.32,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,union_taxes_share,actuals,,893.37,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,union_taxes_share,pct_current,,5.75,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,union_taxes_share,pct_prev,,5.73,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,other_taxes,be,6718.5,6718.5,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,other_taxes,actuals,484.38,484.38,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,other_taxes,pct_current,7.21,7.21,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,other_taxes,pct_prev,7.84,7.84,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,non_tax_revenue,be,,10334.26,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,non_tax_revenue,actuals,,476.47,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,non_tax_revenue,pct_current,,4.61,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,non_tax_revenue,pct_prev,,4.86,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,grants_in_aid,be,9791.54,9791.54,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,grants_in_aid,actuals,0.52,0.52,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,grants_in_aid,pct_current,0.01,0.01,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,grants_in_aid,pct_prev,0.0,0.0,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,capital_receipts,be,,41411.67,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,capital_receipts,actuals,,1791.23,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,capital_receipts,pct_current,,4.33,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,capital_receipts,pct_prev,,1.49,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,recovery_loans,be,817.01,817.01,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,recovery_loans,actuals,30.5,30.5,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,recovery_loans,pct_current,3.73,3.73,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,recovery_loans,pct_prev,0.47,0.47,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,borrowings,be,35994.66,35994.66,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,borrowings,actuals,1755.1,1755.1,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,borrowings,pct_current,4.88,4.88,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,borrowings,pct_prev,1.71,1.71,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,total_receipts,be,,169228.51,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,total_receipts,actuals,,10154.2,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,total_receipts,pct_current,,6.0,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,total_receipts,pct_prev,,5.57,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_expenditure,be,,148416.59,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_expenditure,actuals,,6699.37,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_expenditure,pct_current,,4.51,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_expenditure,pct_prev,,4.53,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,interest_payments,be,26231.11,26231.11,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,interest_payments,actuals,76.48,76.48,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,interest_payments,pct_current,0.29,0.29,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,interest_payments,pct_prev,0.21,0.21,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,salaries_wages,be,23821.39,23821.39,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,salaries_wages,actuals,1968.9,1968.9,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,salaries_wages,pct_current,8.27,8.27,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,salaries_wages,pct_prev,8.28,8.28,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,pension,be,16495.02,16495.02,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,pension,actuals,1177.23,1177.23,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,pension,pct_current,7.14,7.14,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,pension,pct_prev,7.94,7.94,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,subsidy,be,11874.31,11874.31,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,subsidy,actuals,80.06,80.06,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,subsidy,pct_current,0.67,0.67,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,subsidy,pct_prev,0.16,0.16,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,capital_expenditure,be,,16164.11,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,capital_expenditure,actuals,,3444.67,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,capital_expenditure,pct_current,,21.31,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,capital_expenditure,pct_prev,,15.9,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,total_expenditure,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,total_expenditure,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,total_expenditure,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,total_expenditure,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,loans_advances_disbursed,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,loans_advances_disbursed,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,loans_advances_disbursed,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,loans_advances_disbursed,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_surplus_deficit,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_surplus_deficit,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_surplus_deficit,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,revenue_surplus_deficit,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,fiscal_deficit,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,fiscal_deficit,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,fiscal_deficit,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,fiscal_deficit,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,primary_deficit,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,primary_deficit,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,primary_deficit,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Haryana,primary_deficit,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-for-April-2025-068305c5ce7e6e7-54037332.pdf
Himachal Pradesh,revenue_receipts,be,,42342.97,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,revenue_receipts,actuals,,15719.76,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,revenue_receipts,pct_current,,37.12,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,revenue_receipts,pct_prev,,37.19,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,tax_revenue,be,27907.4,27907.4,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,tax_revenue,actuals,9562.04,9562.04,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,tax_revenue,pct_current,34.26,34.26,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,tax_revenue,pct_prev,35.51,35.51,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,sgst,be,6761.25,6761.25,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,sgst,actuals,2528.93,2528.93,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,sgst,pct_current,37.4,37.4,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,sgst,pct_prev,37.69,37.69,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,stamps_registration,be,638.08,638.08,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,stamps_registration,actuals,239.88,239.88,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,stamps_registration,pct_current,37.59,37.59,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,stamps_registration,pct_prev,29.07,29.07,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,land_revenue,be,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,land_revenue,actuals,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,land_revenue,pct_current,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,land_revenue,pct_prev,,,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,sales_tax,be,2212.0,2212.0,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,sales_tax,actuals,824.01,824.01,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,sales_tax,pct_current,37.25,37.25,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,sales_tax,pct_prev,38.34,38.34,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,state_excise,be,3250.0,3250.0,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,state_excise,actuals,1201.58,1201.58,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,state_excise,pct_current,36.97,36.97,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,state_excise,pct_prev,39.48,39.48,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,union_taxes_share,be,,11806.3,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,union_taxes_share,actuals,,3721.85,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,union_taxes_share,pct_current,,31.52,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,union_taxes_share,pct_prev,,37.36,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,other_taxes,be,2261.72,2261.72,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,other_taxes,actuals,653.2,653.2,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,other_taxes,pct_current,28.88,28.88,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,other_taxes,pct_prev,10.54,10.54,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,non_tax_revenue,be,,4193.05,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,non_tax_revenue,actuals,,2483.02,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,non_tax_revenue,pct_current,,59.22,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,non_tax_revenue,pct_prev,,49.45,False,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
Himachal Pradesh,grants_in_aid,be,10242.52,10242.52,True,https://cag.gov.in/uploads/state_accounts_report/account-report-MKI-Eng-08-2025-068d4c120ebb881-98952092.pdf
